,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
3920,2014-07-03 00:00:00,715000.0,3.0,4.0,2080,2250,3.0,0,4,3,2080,0,1997,0,4326 Greenwood Ave N,Seattle,WA 98103,USA
3921,2014-07-03 00:00:00,529950.0,3.0,1.0,1240,5000,1.5,0,0,5,1240,0,1909,1988,820 NW 64th St,Seattle,WA 98107,USA
3923,2014-07-03 00:00:00,1755000.0,3.0,2.0,2360,4800,2.0,0,0,3,2360,0,1909,2014,1242 15th Ave E,Seattle,WA 98112,USA
3926,2014-07-03 00:00:00,554729.0,4.0,2.5,2020,4350,2.0,0,0,5,1730,290,1943,0,4109 W Bertona St,Seattle,WA 98199,USA
3928,2014-07-03 00:00:00,341000.0,3.0,1.0,1390,4814,1.5,0,0,3,1390,0,1908,1988,8116 8th Ave NE,Seattle,WA 98115,USA
3932,2014-07-03 00:00:00,430000.0,3.0,1.5,1810,5080,1.0,0,0,3,1030,780,1958,2004,7321 39th Ave NE,Seattle,WA 98115,USA
3934,2014-07-03 00:00:00,220000.0,4.0,1.0,1200,6000,1.5,0,0,3,1200,0,1923,1998,7943 13th Ave SW,Seattle,WA 98106,USA
3935,2014-07-03 00:00:00,1625000.0,4.0,3.25,2980,3600,2.0,0,0,3,2150,830,1999,0,1820 38th Ave E,Seattle,WA 98112,USA
3936,2014-07-03 00:00:00,405500.0,2.0,2.75,1350,1252,2.0,0,0,3,1120,230,2006,0,9126 45th Ave SW,Seattle,WA 98136,USA
3937,2014-07-03 00:00:00,633000.0,4.0,2.5,2360,10000,1.0,0,3,3,1980,380,1977,2004,3323-3325 33rd Ave SW,Seattle,WA 98126,USA
3941,2014-07-03 00:00:00,255000.0,2.0,1.5,920,1598,2.0,0,0,3,920,0,1995,0,10740 Stone Ave N,Seattle,WA 98133,USA
3943,2014-07-03 00:00:00,370000.0,2.0,1.0,860,5040,1.0,0,0,3,860,0,1956,2001,9257 7th Ave NW,Seattle,WA 98117,USA
3950,2014-07-03 00:00:00,975000.0,6.0,2.75,2520,54160,2.0,1,4,3,2520,0,1954,2005,3405 SW Seola Ln,Seattle,WA 98146,USA
3952,2014-07-03 00:00:00,439990.0,3.0,2.5,1930,1348,2.0,0,0,3,1300,630,2005,0,3433 21st Ave W,Seattle,WA 98199,USA
3955,2014-07-03 00:00:00,609000.0,3.0,1.75,1630,1526,3.0,0,0,3,1630,0,2014,0,3644 Phinney Ave N,Seattle,WA 98103,USA
3956,2014-07-03 00:00:00,425000.0,3.0,1.5,1400,1022,3.0,0,0,3,1400,0,2007,0,1018 NE 96th St,Seattle,WA 98115,USA
3963,2014-07-05 00:00:00,1200000.0,4.0,2.5,2700,4275,2.0,0,0,3,2700,0,2004,2003,124 NE 60th St,Seattle,WA 98115,USA
3964,2014-07-05 00:00:00,1738000.0,4.0,2.25,2920,6513,2.0,0,0,4,2260,660,1937,0,1987 Shenandoah Dr E,Seattle,WA 98112,USA
3965,2014-07-05 00:00:00,671000.0,4.0,3.0,3130,5700,1.5,0,0,3,1750,1380,1953,0,4222 NE 72nd St,Seattle,WA 98115,USA
3966,2014-07-05 00:00:00,459500.0,3.0,1.75,1470,4950,1.0,0,0,3,1030,440,1984,0,14301 Wallingford Ave N,Seattle,WA 98133,USA
3967,2014-07-05 00:00:00,499000.0,3.0,2.5,1540,1326,3.0,0,0,3,1390,150,1995,0,2841 13th Ave W,Seattle,WA 98119,USA
3968,2014-07-06 00:00:00,1280000.0,4.0,2.5,3160,4620,1.5,0,4,3,2020,1140,1917,2005,1730 Walnut Ave SW,Seattle,WA 98116,USA
3971,2014-07-07 00:00:00,382500.0,2.0,1.0,1190,4440,1.0,0,0,3,1190,0,1981,2013,3825 NE 117th St,Seattle,WA 98125,USA
3973,2014-07-07 00:00:00,530000.0,3.0,1.75,1320,2500,1.0,0,0,3,870,450,1918,0,2108 NE 54th St,Seattle,WA 98105,USA
3977,2014-07-07 00:00:00,548800.0,4.0,1.0,1660,4704,1.5,0,0,3,1260,400,1930,1997,8612 8th Ave NE,Seattle,WA 98115,USA
3979,2014-07-07 00:00:00,588000.0,3.0,2.0,1860,4777,2.0,0,0,5,1860,0,1908,0,8222 16th Ave NE,Seattle,WA 98115,USA
3982,2014-07-07 00:00:00,445000.0,2.0,2.0,1240,2500,2.0,0,0,3,1240,0,1985,0,2847 NW 70th St,Seattle,WA 98117,USA
3985,2014-07-07 00:00:00,300000.0,3.0,1.0,930,5160,1.5,0,0,5,930,0,1919,1934,8631 17th Ave SW,Seattle,WA 98106,USA
3987,2014-07-07 00:00:00,527000.0,6.0,3.5,3000,8401,1.0,0,0,3,1500,1500,1979,2014,12750 27th Ave NE,Seattle,WA 98125,USA
3991,2014-07-07 00:00:00,335950.0,2.0,1.5,800,5192,1.0,0,0,5,800,0,1951,0,10203 42nd Ave SW,Seattle,WA 98146,USA
3996,2014-07-07 00:00:00,295000.0,3.0,1.5,1640,7222,2.0,0,0,4,1640,0,1908,0,9047 4th Ave S,Seattle,WA 98108,USA
3998,2014-07-07 00:00:00,780000.0,4.0,2.0,2600,4800,1.0,0,2,3,1400,1200,1953,0,1937 10th Ave W,Seattle,WA 98119,USA
3999,2014-07-07 00:00:00,437500.0,3.0,2.0,1490,4800,2.0,0,0,5,1490,0,1948,1985,309 NW 89th St,Seattle,WA 98117,USA
4000,2014-07-07 00:00:00,443000.0,5.0,1.75,1650,3000,1.5,0,0,3,1650,0,1902,0,814 20th Ave S,Seattle,WA 98144,USA
4002,2014-07-07 00:00:00,245000.0,2.0,1.0,1500,6685,1.0,0,0,3,1190,310,1926,2003,12226 Phinney Ave N,Seattle,WA 98133,USA
4004,2014-07-07 00:00:00,536000.0,2.0,1.5,1130,746,2.0,0,0,3,1030,100,2009,0,5412 6th Ave NW,Seattle,WA 98107,USA
4012,2014-07-07 00:00:00,558000.0,2.0,2.0,1580,5750,1.0,0,0,5,790,790,1910,0,4052 41st Ave SW,Seattle,WA 98116,USA
4017,2014-07-07 00:00:00,1636000.0,3.0,2.5,3110,6765,2.0,0,1,4,2550,560,1946,1989,8240 Fairway Dr NE,Seattle,WA 98115,USA
4022,2014-07-07 00:00:00,631500.0,4.0,2.0,2530,5650,1.5,0,0,4,1910,620,1910,0,2900-2998 Fairmount Ave SW,Seattle,WA 98116,USA
4023,2014-07-07 00:00:00,570000.0,3.0,2.0,1640,2808,1.0,0,3,4,820,820,1924,0,3209 S Charles St,Seattle,WA 98144,USA
4030,2014-07-07 00:00:00,1450000.0,4.0,3.25,3770,4103,2.0,0,0,5,2710,1060,1925,0,410 Wheeler St,Seattle,WA 98109,USA
4035,2014-07-07 00:00:00,500000.0,3.0,2.5,1720,3012,2.0,0,0,3,1720,0,2011,0,14020 Meridian Ave N,Seattle,WA 98133,USA
4037,2014-07-07 00:00:00,378000.0,3.0,2.5,1601,2491,3.0,0,0,3,1536,65,2007,0,12341 10th Pl NE,Seattle,WA 98125,USA
4038,2014-07-07 00:00:00,505000.0,2.0,2.25,1060,1209,2.0,0,0,3,940,120,2006,0,2000 Yale Ave E,Seattle,WA 98102,USA
4041,2014-07-07 00:00:00,510000.0,3.0,2.5,1420,1237,3.0,0,0,3,1420,0,2014,0,2252 NW 62nd St,Seattle,WA 98107,USA
4042,2014-07-07 00:00:00,1300000.0,4.0,2.25,2360,4000,2.0,0,0,3,2360,0,2013,1923,186 34th Ave E,Seattle,WA 98112,USA
4043,2014-07-07 00:00:00,374000.0,2.0,1.5,1260,1575,2.0,0,0,3,1260,0,2001,0,2900-2948 S Irving St,Seattle,WA 98144,USA
4045,2014-07-07 00:00:00,230000.0,3.0,1.75,1140,1201,2.0,0,0,3,1140,0,2014,0,4424-4438 Martin Luther King Jr Way S,Seattle,WA 98108,USA
4047,2014-07-08 00:00:00,438000.0,2.0,2.0,1270,1372,3.0,0,0,3,1270,0,2000,0,848 NE 67th St,Seattle,WA 98115,USA
4051,2014-07-08 00:00:00,315000.0,2.0,1.0,1080,2674,1.0,0,0,4,720,360,1919,1985,4820 12th Ave S,Seattle,WA 98108,USA
4058,2014-07-08 00:00:00,780000.0,2.0,2.5,2560,2500,2.0,0,0,5,1690,870,1901,0,419 25th Ave E,Seattle,WA 98112,USA
4066,2014-07-08 00:00:00,480000.0,2.0,1.0,1060,3040,1.0,0,0,3,860,200,1924,2011,2342 N 60th St,Seattle,WA 98103,USA
4067,2014-07-08 00:00:00,330000.0,3.0,2.25,2220,4060,1.0,0,0,3,1330,890,1993,0,5401 S Fletcher St,Seattle,WA 98118,USA
4071,2014-07-08 00:00:00,326500.0,3.0,1.0,1060,7920,1.0,0,0,4,1060,0,1968,0,4149-4399 19th Ave SW,Seattle,WA 98106,USA
4073,2014-07-08 00:00:00,267000.0,3.0,1.0,1400,8100,1.5,0,0,3,1400,0,1944,0,11520 36th Ave NE,Seattle,WA 98125,USA
4075,2014-07-08 00:00:00,362000.0,5.0,3.0,1810,3000,2.0,0,0,3,1810,0,1998,2006,4519 33rd Ave S,Seattle,WA 98118,USA
4084,2014-07-08 00:00:00,371500.0,3.0,1.0,1650,6400,1.0,0,0,4,980,670,1954,1979,9233 25th Ave SW,Seattle,WA 98106,USA
4085,2014-07-08 00:00:00,368000.0,4.0,1.75,2100,11942,1.0,0,0,3,1030,1070,1964,2000,5901-5909 17th Ave SW,Seattle,WA 98106,USA
4094,2014-07-08 00:00:00,427550.0,2.0,1.0,880,4000,1.0,0,0,3,880,0,1940,1996,7554 Jones Ave NW,Seattle,WA 98117,USA
4095,2014-07-08 00:00:00,235000.0,2.0,1.0,1020,7920,1.0,0,0,3,1020,0,1939,1969,1712 S Dawson St,Seattle,WA 98108,USA
4096,2014-07-08 00:00:00,210000.0,3.0,2.0,960,9380,1.0,0,0,3,960,0,1949,1998,13045 6th Pl SW,Seattle,WA 98146,USA
4097,2014-07-08 00:00:00,485000.0,4.0,2.25,1900,7200,1.0,0,0,3,1370,530,1977,2004,11042 31st Ave SW,Seattle,WA 98146,USA
4098,2014-07-08 00:00:00,410000.0,3.0,2.0,1320,6000,1.5,0,0,4,1320,0,1920,0,2200 S Hanford St,Seattle,WA 98144,USA
4099,2014-07-08 00:00:00,435000.0,4.0,2.75,2230,9640,1.0,0,0,3,1320,910,1998,2006,13362 3rd Ave NE,Seattle,WA 98125,USA
4102,2014-07-08 00:00:00,210000.0,3.0,1.0,1070,8179,1.0,0,0,3,1070,0,1949,1998,11247 11th Ave SW,Seattle,WA 98146,USA
4103,2014-07-08 00:00:00,1050000.0,4.0,2.75,2250,3433,1.5,0,0,3,1500,750,1927,2013,2052 Boyer Ave E,Seattle,WA 98112,USA
4109,2014-07-08 00:00:00,613000.0,2.0,2.0,1170,1890,1.5,0,1,4,1170,0,1927,0,2425 Westview Dr W,Seattle,WA 98119,USA
4117,2014-07-08 00:00:00,165000.0,1.0,1.0,850,8050,1.0,0,0,2,850,0,1906,0,3510 S Holly St,Seattle,WA 98118,USA
4118,2014-07-08 00:00:00,430000.0,3.0,2.0,1550,6039,1.0,0,0,5,830,720,1942,0,6537 36th Ave SW,Seattle,WA 98126,USA
4120,2014-07-08 00:00:00,1195000.0,4.0,3.5,3960,6654,2.0,0,0,3,2850,1110,2006,0,2905 25th Ave W,Seattle,WA 98199,USA
4121,2014-07-08 00:00:00,201500.0,3.0,1.0,1320,5000,1.5,0,0,3,1320,0,1912,1994,4207 SW Manning St,Seattle,WA 98116,USA
4123,2014-07-08 00:00:00,325000.0,2.0,1.0,800,7260,1.0,0,0,3,800,0,1953,0,7354 27th Ave SW,Seattle,WA 98126,USA
4127,2014-07-08 00:00:00,890000.0,4.0,2.75,2310,4020,3.0,0,0,5,2310,0,1979,0,1602 32nd Ave,Seattle,WA 98122,USA
4132,2014-07-08 00:00:00,970000.0,5.0,2.75,3500,5040,2.0,0,2,3,2950,550,1927,2007,5433 37th Ave SW,Seattle,WA 98126,USA
4134,2014-07-08 00:00:00,399500.0,4.0,1.75,1360,4840,1.5,0,0,4,1360,0,1928,0,5048 35th Ave SW,Seattle,WA 98126,USA
4136,2014-07-08 00:00:00,1205000.0,4.0,3.5,3150,5500,2.0,0,0,3,3150,0,2014,0,4908 32nd Ave NE,Seattle,WA 98105,USA
4137,2014-07-08 00:00:00,325000.0,2.0,1.0,810,4080,1.0,0,0,4,810,0,1941,1998,3620 SW Holden St,Seattle,WA 98126,USA
4140,2014-07-08 00:00:00,517000.0,2.0,1.5,1920,3408,1.0,0,0,4,960,960,1912,1989,1103 26th Ave,Seattle,WA 98122,USA
4142,2014-07-08 00:00:00,1675000.0,3.0,2.5,3490,8343,2.0,1,4,4,2150,1340,1939,1991,Burke-Gilman Trail,Seattle,WA 98125,USA
4143,2014-07-08 00:00:00,2180000.0,6.0,2.75,4710,11000,2.0,0,3,3,3690,1020,1931,0,4530 51st Ave NE,Seattle,WA 98105,USA
4147,2014-07-08 00:00:00,148000.0,2.0,1.0,630,4200,1.0,0,0,3,630,0,1930,1997,7760 10th Ave SW,Seattle,WA 98106,USA
4148,2014-07-08 00:00:00,950000.0,3.0,2.5,3480,7800,1.0,0,0,4,1750,1730,1941,1998,10323 Valmay Ave NW,Seattle,WA 98177,USA
4149,2014-07-08 00:00:00,405000.0,3.0,1.5,1010,7683,1.5,0,0,5,1010,0,1953,0,12500-12578 10th Ave NE,Seattle,WA 98125,USA
4159,2014-07-08 00:00:00,674600.0,4.0,2.5,2610,5140,2.0,0,0,3,2610,0,2006,0,922 N 91st St,Seattle,WA 98103,USA
4162,2014-07-08 00:00:00,320000.0,3.0,3.25,1450,1387,2.0,0,0,3,1180,270,2013,1923,5107 Puget Blvd SW,Seattle,WA 98106,USA
4165,2014-07-09 00:00:00,399950.0,5.0,2.75,1970,5400,1.0,0,0,3,1320,650,1986,0,1770 19th Ave S,Seattle,WA 98144,USA
4166,2014-07-09 00:00:00,550000.0,3.0,2.0,1970,4166,2.0,0,3,5,1270,700,1929,0,3608 34th Ave SW,Seattle,WA 98126,USA
4177,2014-07-09 00:00:00,284000.0,4.0,1.75,1880,8800,1.0,0,0,3,1130,750,1960,2012,10000-10026 S 100th St,Seattle,WA 98168,USA
4178,2014-07-09 00:00:00,737500.0,3.0,1.75,2320,10900,2.0,0,0,3,2320,0,1935,1974,8038 42nd Ave NE,Seattle,WA 98115,USA
4179,2014-07-09 00:00:00,569000.0,3.0,3.25,2220,8227,1.5,0,0,5,1770,450,1929,0,4123 13th Ave S,Seattle,WA 98108,USA
4180,2014-07-09 00:00:00,700000.0,3.0,1.0,1410,7200,2.0,0,0,4,1410,0,1901,0,1122A 23rd Ave S,Seattle,WA 98144,USA
4181,2014-07-09 00:00:00,660000.0,3.0,1.0,1240,3500,1.0,0,0,4,1240,0,1927,0,768 N 75th St,Seattle,WA 98103,USA
4188,2014-07-09 00:00:00,226550.0,3.0,1.0,990,4440,1.0,0,0,3,990,0,1943,2002,9025 15th Ave SW,Seattle,WA 98106,USA
4196,2014-07-09 00:00:00,810000.0,4.0,1.75,2000,3988,1.0,0,4,4,1000,1000,1958,1972,1322 Alki Ave SW,Seattle,WA 98116,USA
4199,2014-07-09 00:00:00,275000.0,3.0,1.0,1200,7800,1.0,0,0,4,1200,0,1954,1979,9246 30th Ave SW,Seattle,WA 98126,USA
4203,2014-07-09 00:00:00,679000.0,4.0,2.75,2100,4480,1.5,0,0,4,1780,320,1928,0,5519 31st Ave NE,Seattle,WA 98105,USA
4204,2014-07-09 00:00:00,1465000.0,6.0,4.5,4230,6420,2.0,0,3,4,2360,1870,1916,0,1206 9th Ave W,Seattle,WA 98119,USA
4205,2014-07-09 00:00:00,410000.0,3.0,1.75,1660,6250,1.0,0,0,3,830,830,1980,0,1919 42nd Ave SW,Seattle,WA 98116,USA
4209,2014-07-09 00:00:00,1250000.0,4.0,2.5,2920,5500,1.0,0,3,3,2030,890,1957,2000,2440 Magnolia Blvd W,Seattle,WA 98199,USA
4211,2014-07-09 00:00:00,425000.0,2.0,1.0,1320,8830,1.0,0,0,3,1020,300,1939,1969,2603 36th Ave W,Seattle,WA 98199,USA
4217,2014-07-09 00:00:00,840000.0,3.0,2.0,2783,11177,2.0,0,0,3,2783,0,1910,1999,3672 SW Orchard St,Seattle,WA 98126,USA
4221,2014-07-09 00:00:00,599950.0,3.0,3.25,1830,1804,3.0,0,0,3,1830,0,2014,0,1501 NW 90th St,Seattle,WA 98117,USA
4222,2014-07-09 00:00:00,299880.0,3.0,2.5,1460,3044,2.0,0,0,3,1460,0,2000,0,6511 29th Ave S,Seattle,WA 98108,USA
4228,2014-07-09 00:00:00,680000.0,3.0,2.0,1780,5720,1.0,0,0,5,980,800,1925,0,537 N 70th St,Seattle,WA 98103,USA
4231,2014-07-09 00:00:00,335500.0,3.0,1.0,1370,6780,2.0,0,0,3,1370,0,1930,1997,12008 35th Ave NE,Seattle,WA 98125,USA
4237,2014-07-09 00:00:00,321500.0,1.0,1.0,730,1942,1.0,0,0,3,730,0,2008,0,924 26th Ave S,Seattle,WA 98144,USA
4243,2014-07-09 00:00:00,599000.0,7.0,2.5,2580,5750,1.0,0,0,4,1880,700,1901,0,125 30th Ave,Seattle,WA 98122,USA
4244,2014-07-09 00:00:00,759000.0,4.0,1.75,2100,4750,1.0,0,0,3,1340,760,1975,0,5626 Keystone Pl N,Seattle,WA 98103,USA
4245,2014-07-09 00:00:00,300000.0,4.0,1.75,1820,5015,1.0,0,0,4,1190,630,1926,1993,1714 S Pearl St,Seattle,WA 98108,USA
4247,2014-07-09 00:00:00,359000.0,3.0,1.5,1550,4980,1.0,0,0,3,1080,470,1978,0,10304 Interlake Ave N,Seattle,WA 98133,USA
4248,2014-07-09 00:00:00,550000.0,4.0,1.0,1440,3600,1.5,0,0,4,1440,0,1924,0,3822 42nd Ave SW,Seattle,WA 98116,USA
4249,2014-07-09 00:00:00,395000.0,2.0,1.0,930,6380,1.0,0,0,4,930,0,1940,2001,548 NE 86th St,Seattle,WA 98115,USA
4255,2014-07-09 00:00:00,380000.0,2.0,1.0,780,3910,1.0,0,0,3,780,0,1918,0,4112 38th Ave SW,Seattle,WA 98126,USA
4256,2014-07-09 00:00:00,625000.0,4.0,1.0,1600,5500,1.5,0,0,4,1600,0,1946,1989,9510 28th Ave NW,Seattle,WA 98117,USA
4260,2014-07-09 00:00:00,900000.0,4.0,2.5,2230,4372,2.0,0,0,5,1540,690,1935,0,5641 Keystone Pl N,Seattle,WA 98103,USA
4263,2014-07-09 00:00:00,580000.0,3.0,1.75,1850,5100,1.0,0,0,3,1020,830,1909,2004,4408 Thackeray Pl NE,Seattle,WA 98105,USA
4272,2014-07-09 00:00:00,749000.0,4.0,2.75,2700,6000,2.0,0,0,4,2100,600,1910,0,1925 Walnut Ave SW,Seattle,WA 98116,USA
4274,2014-07-09 00:00:00,595000.0,4.0,3.25,3730,4560,2.0,0,0,3,2760,970,2013,1923,2318 N 60th St,Seattle,WA 98103,USA
4275,2014-07-09 00:00:00,487000.0,4.0,2.5,2540,5001,2.0,0,0,3,2540,0,2005,0,6732 Mars Ave S,Seattle,WA 98108,USA
4276,2014-07-09 00:00:00,760000.0,4.0,2.25,3300,8365,3.0,0,0,3,3300,0,2014,0,7335 35th Ave SW,Seattle,WA 98126,USA
4279,2014-07-09 00:00:00,374950.0,3.0,2.25,1390,1484,3.0,0,0,3,1390,0,2007,0,8548 Nesbit Ave N,Seattle,WA 98103,USA
4280,2014-07-09 00:00:00,440000.0,3.0,1.5,1270,1413,3.0,0,0,3,1270,0,2007,0,1018 NE 96th St,Seattle,WA 98115,USA
4287,2014-07-10 00:00:00,775000.0,6.0,2.75,2980,5000,1.5,0,0,3,2480,500,1916,1986,5428 Kirkwood Pl N,Seattle,WA 98103,USA
4288,2014-07-10 00:00:00,725000.0,2.0,1.75,1950,2719,1.0,0,0,5,1010,940,1919,1934,3609-3615 Whitman Ave N,Seattle,WA 98103,USA
4290,2014-07-10 00:00:00,350000.0,4.0,1.0,1170,8147,1.5,0,0,3,1170,0,1959,1989,3611 NE 137th St,Seattle,WA 98125,USA
4292,2014-07-10 00:00:00,639000.0,4.0,2.0,1840,5419,1.0,0,0,4,920,920,1942,1982,3051 36th Ave W,Seattle,WA 98199,USA
4295,2014-07-10 00:00:00,800000.0,3.0,2.75,2220,4000,2.0,0,0,3,1700,520,1914,2000,1718 32nd Ave,Seattle,WA 98122,USA
4297,2014-07-10 00:00:00,279000.0,2.0,1.0,670,6300,1.0,0,0,5,670,0,1942,0,9716 33rd Ave SW,Seattle,WA 98126,USA
4301,2014-07-10 00:00:00,880000.0,6.0,2.5,2640,3680,2.0,0,0,5,1760,880,1922,1956,3008 38th Ave SW,Seattle,WA 98126,USA
4309,2014-05-02 00:00:00,436110.0,3.0,2.5,1770,1235,3.0,0,0,3,1600,170,2007,0,1156 N 93rd St,Seattle,WA 98103,USA
4311,2014-05-12 00:00:00,620000.0,3.0,1.5,1620,6630,1.0,0,0,3,1280,340,1954,2005,2822 NW 90th Pl,Seattle,WA 98117,USA
4312,2014-05-16 00:00:00,254000.0,4.0,2.0,1510,4235,1.0,0,0,3,1510,0,1955,2005,3015 S Graham St,Seattle,WA 98108,USA
4325,2014-06-20 00:00:00,1234582.0,5.0,3.25,3240,6551,1.5,0,4,4,2500,740,1939,1989,6851 51st Ave NE,Seattle,WA 98115,USA
4333,2014-06-23 00:00:00,205425.0,2.0,1.75,880,6780,1.0,0,0,4,880,0,1945,0,11440 69th Pl S,Seattle,WA 98178,USA
4335,2014-05-23 00:00:00,505000.0,3.0,2.25,1670,1596,2.0,0,0,3,1220,450,2002,0,3019 30th Ave W,Seattle,WA 98199,USA
4337,2014-07-10 00:00:00,670000.0,3.0,2.5,2700,1438,2.0,0,0,3,1280,1420,2003,0,746 Boylston Ave E,Seattle,WA 98102,USA
4338,2014-07-01 00:00:00,202000.0,1.0,1.0,590,833,1.0,0,0,4,590,0,1926,1993,701-711 26th Ave,Seattle,WA 98122,USA
4342,2014-05-20 00:00:00,291000.0,3.0,1.75,1560,9788,1.0,0,0,3,1560,0,1964,2000,12816 84th Ave S,Seattle,WA 98178,USA
4346,2014-06-23 00:00:00,12899000.0,3.0,2.5,2190,11394,1.0,0,0,3,1550,640,1956,2001,5426 40th Ave W,Seattle,WA 98199,USA
4355,2014-05-05 00:00:00,744312.5,4.0,2.5,2800,5900,1.0,0,0,3,1660,1140,1963,2008,7052 39th Ave NE,Seattle,WA 98115,USA
4356,2014-05-05 00:00:00,0.0,4.0,2.75,2600,5390,1.0,0,0,4,1300,1300,1960,2001,2120 31st Ave W,Seattle,WA 98199,USA
4359,2014-05-06 00:00:00,439333.333333,3.0,3.5,3020,4082,2.0,0,0,3,2080,940,1954,2004,3401-3599 Arapahoe Pl W,Seattle,WA 98199,USA
4366,2014-05-07 00:00:00,330000.0,3.0,3.0,1680,1570,3.0,0,0,3,1680,0,2014,0,4117 Whitman Ave N,Seattle,WA 98103,USA
4384,2014-05-13 00:00:00,554250.0,3.0,2.5,1490,1709,3.0,0,0,3,1490,0,2004,2003,2703 NE 123rd St,Seattle,WA 98125,USA
4388,2014-05-15 00:00:00,300000.0,3.0,2.0,1510,7066,1.0,0,2,3,1230,280,1973,2013,10516 Victory Ln NE,Seattle,WA 98125,USA
4391,2014-05-15 00:00:00,274750.0,4.0,2.5,1840,1562,2.0,0,0,3,1400,440,2004,2003,2414 SW Holden St,Seattle,WA 98106,USA
4392,2014-05-15 00:00:00,148612.5,3.0,1.0,1040,5000,1.0,0,0,3,1040,0,1959,1989,10050 19th Ave SW,Seattle,WA 98146,USA
4393,2014-05-16 00:00:00,326428.571429,3.0,1.0,1250,4800,1.0,0,0,4,1250,0,1951,1999,3809 SW Findlay St,Seattle,WA 98126,USA
4395,2014-05-16 00:00:00,135333.333333,4.0,1.0,1530,7200,1.5,0,0,3,1400,130,1948,1994,5602 S Avon St,Seattle,WA 98178,USA
4396,2014-05-16 00:00:00,577437.5,4.0,2.5,2110,3750,2.0,0,0,3,2110,0,2000,0,6737 5th Ave NW,Seattle,WA 98117,USA
4397,2014-05-16 00:00:00,440825.0,3.0,1.75,2150,4333,1.0,0,0,3,1200,950,1956,2001,4319 SW Brandon St,Seattle,WA 98136,USA
4398,2014-05-19 00:00:00,195000.0,5.0,3.75,5340,10655,2.5,0,3,4,3740,1600,1912,1989,2601-2649 Shoreland Dr S,Seattle,WA 98144,USA
4402,2014-05-19 00:00:00,193000.0,3.0,1.5,2200,5000,1.5,0,0,3,2200,0,1932,0,2356 Rosemont Pl W,Seattle,WA 98199,USA
4405,2014-05-20 00:00:00,0.0,4.0,3.75,3300,4545,1.5,0,4,3,2600,700,1926,1999,3665 50th Ave NE,Seattle,WA 98105,USA
4409,2014-05-21 00:00:00,266066.666667,4.0,1.0,1310,5200,1.5,0,0,3,1160,150,1945,2010,7127 29th Ave SW,Seattle,WA 98126,USA
4412,2014-05-22 00:00:00,0.0,3.0,3.0,1860,7440,1.0,0,0,5,1040,820,1954,0,10744 62nd Ave S,Seattle,WA 98178,USA
4427,2014-05-28 00:00:00,450385.714286,3.0,2.0,1300,3731,1.0,0,0,3,900,400,1993,0,7250 Rainier Ave S,Seattle,WA 98118,USA
4433,2014-05-29 00:00:00,308830.769231,2.0,1.0,810,4800,1.0,0,0,3,810,0,1919,2001,4611 51st Ave S,Seattle,WA 98118,USA
4435,2014-05-30 00:00:00,287919.782609,2.0,1.0,1090,5000,1.0,0,0,4,730,360,1942,1982,8607 36th Ave SW,Seattle,WA 98126,USA
4436,2014-05-30 00:00:00,247875.0,2.0,1.0,1000,4776,1.0,0,0,4,1000,0,1942,1982,4557 14th Ave S,Seattle,WA 98108,USA
4438,2014-05-30 00:00:00,173666.666667,4.0,1.0,1290,5000,1.5,0,0,3,1290,0,1957,2000,10022 19th Ave SW,Seattle,WA 98146,USA
4441,2014-05-30 00:00:00,790000.0,4.0,2.5,2310,5100,2.0,0,0,3,2310,0,2013,1923,144 NW 103rd St,Seattle,WA 98177,USA
4442,2014-06-02 00:00:00,0.0,1.0,1.0,720,6000,1.0,0,0,3,720,0,1940,1996,1236 S Cloverdale St,Seattle,WA 98108,USA
4443,2014-06-02 00:00:00,678333.333333,3.0,2.5,1840,3035,1.0,0,0,3,920,920,1926,2003,4003 2nd Ave NE,Seattle,WA 98105,USA
4448,2014-06-03 00:00:00,0.0,5.0,2.75,2740,5616,1.5,0,0,5,1670,1070,1925,0,1013 NE 80th St,Seattle,WA 98115,USA
4449,2014-06-03 00:00:00,535000.0,4.0,2.25,2290,5350,2.0,0,0,4,2120,170,1958,1972,2523 42nd Ave W,Seattle,WA 98199,USA
4450,2014-06-03 00:00:00,596165.428571,4.0,2.0,2580,6000,1.0,0,0,5,1300,1280,1950,0,3449 Magnolia Blvd W,Seattle,WA 98199,USA
4452,2014-06-03 00:00:00,148612.5,3.0,1.0,1040,6860,2.0,0,0,3,1040,0,1942,1999,10120-10198 34th Ave SW,Seattle,WA 98146,USA
4460,2014-06-05 00:00:00,535000.0,4.0,2.25,2980,8051,1.5,0,2,4,2020,960,1935,0,2550 Westmont Way W,Seattle,WA 98199,USA
4464,2014-06-05 00:00:00,440825.0,3.0,1.75,1980,6250,1.0,0,1,5,1090,890,1910,0,5256 42nd Ave SW,Seattle,WA 98136,USA
4465,2014-06-05 00:00:00,2560498.33333,3.0,2.5,1710,1664,2.0,0,0,5,1300,410,2003,0,2826 21st Ave W,Seattle,WA 98199,USA
4466,2014-06-06 00:00:00,423050.925926,2.0,1.0,890,4590,1.0,0,0,3,890,0,1923,1998,332 NW 84th St,Seattle,WA 98117,USA
